Store,Date,Sales
01,2014-12-07,9532.39
02,2014-12-07,-78.73
03,2014-12-07,91.37
04,2014-12-07,79.8
05,2014-12-07,44.88
06,2014-12-07,57.61
07,2014-12-07,65.26
08,2014-12-07,134.02
10,2014-12-07,18.83
09,2014-12-07,-12.35
01,2014-12-06,11334.41
02,2014-12-06,15658.27
03,2014-12-06,3183.91
04,2014-12-06,6600.97
05,2014-12-06,10565.53
06,2014-12-06,13264.7
07,2014-12-06,23335.0
08,2014-12-06,8896.6
10,2014-12-06,10794.34
09,2014-12-06,3360.61
01,2014-12-05,19821.36
02,2014-12-05,18130.59
03,2014-12-05,4978.75
04,2014-12-05,9701.88
05,2014-12-05,13183.09
06,2014-12-05,14737.49
07,2014-12-05,23814.8
08,2014-12-05,9293.08
10,2014-12-05,12518.49
09,2014-12-05,5068.79
01,2014-12-04,20091.3
02,2014-12-04,15813.99
03,2014-12-04,5088.51
04,2014-12-04,10187.56
05,2014-12-04,13567.08
06,2014-12-04,13671.37
07,2014-12-04,21025.68
08,2014-12-04,8689.56
10,2014-12-04,11465.08
09,2014-12-04,4830.8
01,2014-12-03,20374.87
02,2014-12-03,15591.27
03,2014-12-03,4660.81
04,2014-12-03,8824.4
05,2014-12-03,12532.71
06,2014-12-03,12157.62
07,2014-12-03,20596.46
08,2014-12-03,8502.27
10,2014-12-03,11195.66
09,2014-12-03,3912.68
01,2014-12-02,22333.83
02,2014-12-02,16636.68
03,2014-12-02,5119.38
04,2014-12-02,8750.14
05,2014-12-02,13368.77
06,2014-12-02,12817.37
07,2014-12-02,22890.97
08,2014-12-02,8899.87
10,2014-12-02,12179.29
09,2014-12-02,4564.23
01,2014-12-01,24312.19
02,2014-12-01,17757.33
03,2014-12-01,5822.43
04,2014-12-01,8588.2
05,2014-12-01,15872.24
06,2014-12-01,14750.03
07,2014-12-01,24904.66
08,2014-12-01,11144.83
10,2014-12-01,14384.46
09,2014-12-01,6548.68
01,2014-11-30,10407.34
02,2014-11-30,-68.98
03,2014-11-30,-126.9
04,2014-11-30,30.8
05,2014-11-30,-46.75
06,2014-11-30,-132.58
07,2014-11-30,0.04
08,2014-11-30,-90.49
10,2014-11-30,94.95
09,2014-11-30,128.87
01,2014-11-29,13436.78
02,2014-11-29,16219.07
03,2014-11-29,3646.68
04,2014-11-29,7159.27
05,2014-11-29,14017.94
06,2014-11-29,13930.31
07,2014-11-29,25889.65
08,2014-11-29,8948.43
10,2014-11-29,10143.37
09,2014-11-29,4224.58
01,2014-11-28,20917.63
02,2014-11-28,17032.05
03,2014-11-28,5594.35
04,2014-11-28,9305.04
05,2014-11-28,13296.27
06,2014-11-28,13219.75
07,2014-11-28,24595.09
08,2014-11-28,9464.8
10,2014-11-28,13553.7
09,2014-11-28,5858.78
01,2014-11-27,18417.73
02,2014-11-27,14032.41
03,2014-11-27,5071.65
04,2014-11-27,9074.6
05,2014-11-27,11851.72
06,2014-11-27,11689.18
07,2014-11-27,18424.92
08,2014-11-27,7728.93
10,2014-11-27,8894.78
09,2014-11-27,4056.02
01,2014-11-26,18434.11
02,2014-11-26,13753.07
03,2014-11-26,4243.0
04,2014-11-26,7056.51
05,2014-11-26,11495.98
06,2014-11-26,12123.25
07,2014-11-26,17759.11
08,2014-11-26,7388.84
10,2014-11-26,9528.63
09,2014-11-26,3541.94
01,2014-11-25,19277.26
02,2014-11-25,14748.4
03,2014-11-25,4649.25
04,2014-11-25,8697.2
05,2014-11-25,13076.03
06,2014-11-25,12165.15
07,2014-11-25,18305.43
08,2014-11-25,7554.58
10,2014-11-25,10449.12
09,2014-11-25,3781.85
01,2014-11-24,20450.02
02,2014-11-24,15295.19
03,2014-11-24,5321.84
04,2014-11-24,9366.1
05,2014-11-24,13108.66
06,2014-11-24,12708.25
07,2014-11-24,20050.74
08,2014-11-24,8692.54
10,2014-11-24,11056.05
09,2014-11-24,5448.04
01,2014-11-23,7617.46
02,2014-11-23,45.19
03,2014-11-23,-33.04
04,2014-11-23,-45.14
05,2014-11-23,140.74
06,2014-11-23,-116.15
07,2014-11-23,119.88
08,2014-11-23,-57.0
10,2014-11-23,-23.22
09,2014-11-23,-94.51
01,2014-11-22,9029.57
02,2014-11-22,12165.85
03,2014-11-22,2375.09
04,2014-11-22,4894.55
05,2014-11-22,9803.95
06,2014-11-22,9332.91
07,2014-11-22,20122.15
08,2014-11-22,7537.16
10,2014-11-22,8479.91
09,2014-11-22,2667.81
01,2014-11-21,12899.39
02,2014-11-21,10877.01
03,2014-11-21,3349.25
04,2014-11-21,4624.62
05,2014-11-21,7338.51
06,2014-11-21,8283.33
07,2014-11-21,15313.06
08,2014-11-21,6044.64
10,2014-11-21,6643.14
09,2014-11-21,3227.41
01,2014-11-20,13196.81
02,2014-11-20,9139.59
03,2014-11-20,3389.27
04,2014-11-20,5081.76
05,2014-11-20,8307.37
06,2014-11-20,8834.74
07,2014-11-20,12690.55
08,2014-11-20,5713.84
10,2014-11-20,6751.68
09,2014-11-20,2864.34
01,2014-11-19,12288.96
02,2014-11-19,9813.35
03,2014-11-19,3113.73
04,2014-11-19,4379.08
05,2014-11-19,7773.52
06,2014-11-19,8400.24
07,2014-11-19,13655.53
08,2014-11-19,5063.61
10,2014-11-19,6477.88
09,2014-11-19,3087.13
01,2014-11-18,13907.41
02,2014-11-18,9112.28
03,2014-11-18,3118.12
04,2014-11-18,5454.41
05,2014-11-18,8479.94
06,2014-11-18,7737.14
07,2014-11-18,12837.37
08,2014-11-18,5526.51
10,2014-11-18,6102.61
09,2014-11-18,2710.17
01,2014-11-17,13952.69
02,2014-11-17,10022.5
03,2014-11-17,3007.79
04,2014-11-17,4922.55
05,2014-11-17,8539.54
06,2014-11-17,9195.4
07,2014-11-17,13763.71
08,2014-11-17,5833.48
10,2014-11-17,6859.36
09,2014-11-17,4172.84
01,2014-11-16,8213.39
02,2014-11-16,-49.49
03,2014-11-16,-115.97
04,2014-11-16,-167.08
05,2014-11-16,-12.9
06,2014-11-16,95.44
07,2014-11-16,18.39
08,2014-11-16,-187.0
10,2014-11-16,71.47
09,2014-11-16,96.31
01,2014-11-15,9255.02
02,2014-11-15,12662.96
03,2014-11-15,2659.25
04,2014-11-15,4880.38
05,2014-11-15,9604.77
06,2014-11-15,9135.34
07,2014-11-15,19963.41
08,2014-11-15,7999.81
10,2014-11-15,7844.11
09,2014-11-15,2914.46
01,2014-11-14,16458.28
02,2014-11-14,13448.85
03,2014-11-14,4052.21
04,2014-11-14,6339.83
05,2014-11-14,10778.59
06,2014-11-14,9502.1
07,2014-11-14,17813.67
08,2014-11-14,6809.38
10,2014-11-14,8377.29
09,2014-11-14,4402.45
01,2014-11-13,16970.28
02,2014-11-13,12535.31
03,2014-11-13,3820.47
04,2014-11-13,6897.82
05,2014-11-13,10524.26
06,2014-11-13,9666.2
07,2014-11-13,16162.71
08,2014-11-13,6660.51
10,2014-11-13,9115.73
09,2014-11-13,4363.24
01,2014-11-12,17896.66
02,2014-11-12,11638.36
03,2014-11-12,3639.15
04,2014-11-12,6947.84
05,2014-11-12,10200.17
06,2014-11-12,10362.94
07,2014-11-12,15475.63
08,2014-11-12,6399.41
10,2014-11-12,8681.82
09,2014-11-12,3670.45
01,2014-11-11,17714.34
02,2014-11-11,12296.79
03,2014-11-11,3736.41
04,2014-11-11,7623.59
05,2014-11-11,11817.49
06,2014-11-11,10216.02
07,2014-11-11,15826.14
08,2014-11-11,7861.79
10,2014-11-11,9396.22
09,2014-11-11,4125.09
01,2014-11-10,20162.88
02,2014-11-10,13839.01
03,2014-11-10,5380.52
04,2014-11-10,8344.86
05,2014-11-10,12694.41
06,2014-11-10,11021.71
07,2014-11-10,18862.37
08,2014-11-10,8286.7
10,2014-11-10,10887.37
09,2014-11-10,4996.09
01,2014-11-09,8059.71
02,2014-11-09,78.73
03,2014-11-09,68.21
04,2014-11-09,40.72
05,2014-11-09,-87.54
06,2014-11-09,0.25
07,2014-11-09,159.5
08,2014-11-09,112.79
10,2014-11-09,190.44
09,2014-11-09,173.77
01,2014-11-08,8930.66
02,2014-11-08,14477.98
03,2014-11-08,2206.82
04,2014-11-08,5517.55
05,2014-11-08,10459.04
06,2014-11-08,9288.27
07,2014-11-08,20950.72
08,2014-11-08,8225.52
10,2014-11-08,8743.08
09,2014-11-08,2878.22
01,2014-11-07,14560.02
02,2014-11-07,12766.79
03,2014-11-07,3608.6
04,2014-11-07,5829.72
05,2014-11-07,10960.72
06,2014-11-07,10807.68
07,2014-11-07,17038.25
08,2014-11-07,7483.82
10,2014-11-07,9516.45
09,2014-11-07,4437.45
01,2014-11-06,15816.97
02,2014-11-06,14628.23
03,2014-11-06,4164.46
04,2014-11-06,7473.38
05,2014-11-06,12134.08
06,2014-11-06,9964.17
07,2014-11-06,16450.7
08,2014-11-06,7720.02
10,2014-11-06,9632.43
09,2014-11-06,4192.36
01,2014-11-05,18907.57
02,2014-11-05,15166.61
03,2014-11-05,4239.92
04,2014-11-05,7405.39
05,2014-11-05,11889.23
06,2014-11-05,10635.05
07,2014-11-05,17368.28
08,2014-11-05,7890.75
10,2014-11-05,10673.65
09,2014-11-05,4745.36
01,2014-11-04,21407.68
02,2014-11-04,13668.06
03,2014-11-04,4616.7
04,2014-11-04,8474.89
05,2014-11-04,13339.02
06,2014-11-04,11084.57
07,2014-11-04,16966.94
08,2014-11-04,8848.26
10,2014-11-04,9930.27
09,2014-11-04,5017.81
01,2014-11-03,24334.74
02,2014-11-03,16548.99
03,2014-11-03,6106.05
04,2014-11-03,11037.55
05,2014-11-03,15313.69
06,2014-11-03,12862.69
07,2014-11-03,23275.56
08,2014-11-03,11620.77
10,2014-11-03,15586.63
09,2014-11-03,6481.84
01,2014-11-02,12734.92
02,2014-11-02,111.87
03,2014-11-02,206.71
04,2014-11-02,113.18
05,2014-11-02,-93.35
06,2014-11-02,-99.94
07,2014-11-02,-4.78
08,2014-11-02,91.19
10,2014-11-02,45.88
09,2014-11-02,-75.18
01,2014-11-01,13250.42
02,2014-11-01,-201.42
03,2014-11-01,-191.14
04,2014-11-01,-118.05
05,2014-11-01,185.64
06,2014-11-01,8664.18
07,2014-11-01,105.14
08,2014-11-01,45.51
10,2014-11-01,-9.92
09,2014-11-01,13.04
01,2014-10-31,16156.22
02,2014-10-31,12547.85
03,2014-10-31,4303.92
04,2014-10-31,5944.02
05,2014-10-31,12394.87
06,2014-10-31,10263.06
07,2014-10-31,19011.9
08,2014-10-31,8241.54
10,2014-10-31,8668.84
09,2014-10-31,5063.32
01,2014-10-30,13968.95
02,2014-10-30,9728.86
03,2014-10-30,3750.62
04,2014-10-30,5836.44
05,2014-10-30,11054.97
06,2014-10-30,9328.03
07,2014-10-30,14862.71
08,2014-10-30,5991.5
10,2014-10-30,7290.52
09,2014-10-30,3951.99
01,2014-10-29,12203.25
02,2014-10-29,12672.91
03,2014-10-29,2501.78
04,2014-10-29,4007.38
05,2014-10-29,8731.94
06,2014-10-29,7507.27
07,2014-10-29,11067.96
08,2014-10-29,4559.64
10,2014-10-29,6072.27
09,2014-10-29,2808.12
01,2014-10-28,12455.35
02,2014-10-28,13112.94
03,2014-10-28,2745.78
04,2014-10-28,4704.25
05,2014-10-28,8139.22
06,2014-10-28,8648.74
07,2014-10-28,12253.54
08,2014-10-28,5136.49
10,2014-10-28,6372.44
09,2014-10-28,2972.92
01,2014-10-27,11941.56
02,2014-10-27,13231.88
03,2014-10-27,2937.14
04,2014-10-27,4779.85
05,2014-10-27,8431.23
06,2014-10-27,8369.33
07,2014-10-27,13176.79
08,2014-10-27,4864.47
10,2014-10-27,5821.67
09,2014-10-27,3473.49
01,2014-10-26,7692.63
02,2014-10-26,65.6
03,2014-10-26,-71.15
04,2014-10-26,35.38
05,2014-10-26,100.97
06,2014-10-26,-154.86
07,2014-10-26,213.95
08,2014-10-26,62.01
10,2014-10-26,311.38
09,2014-10-26,77.24
01,2014-10-25,7648.59
02,2014-10-25,16744.09
03,2014-10-25,1761.48
04,2014-10-25,4372.94
05,2014-10-25,8677.52
06,2014-10-25,7254.82
07,2014-10-25,15488.92
08,2014-10-25,6274.87
10,2014-10-25,6950.55
09,2014-10-25,2419.11
01,2014-10-24,14944.65
02,2014-10-24,15575.26
03,2014-10-24,4210.85
04,2014-10-24,5811.24
05,2014-10-24,10614.32
06,2014-10-24,9575.99
07,2014-10-24,15814.75
08,2014-10-24,6326.35
10,2014-10-24,8714.68
09,2014-10-24,3468.16
01,2014-10-23,16035.22
02,2014-10-23,15563.06
03,2014-10-23,4496.38
04,2014-10-23,6536.52
05,2014-10-23,10878.42
06,2014-10-23,9443.17
07,2014-10-23,14870.54
08,2014-10-23,6728.58
10,2014-10-23,8252.94
09,2014-10-23,3381.13
01,2014-10-22,16811.61
02,2014-10-22,14070.6
03,2014-10-22,3217.92
04,2014-10-22,5781.43
05,2014-10-22,10792.63
06,2014-10-22,8498.85
07,2014-10-22,14155.39
08,2014-10-22,5345.9
10,2014-10-22,7373.81
09,2014-10-22,3442.65
01,2014-10-21,17827.14
02,2014-10-21,14402.41
03,2014-10-21,4033.03
04,2014-10-21,6438.8
05,2014-10-21,10562.0
06,2014-10-21,8881.39
07,2014-10-21,14229.53
08,2014-10-21,6128.19
10,2014-10-21,7927.28
09,2014-10-21,3712.98
01,2014-10-20,19911.51
02,2014-10-20,17905.92
03,2014-10-20,4859.95
04,2014-10-20,8824.81
05,2014-10-20,12581.45
06,2014-10-20,10752.98
07,2014-10-20,17462.3
08,2014-10-20,8238.18
10,2014-10-20,9644.34
09,2014-10-20,4799.06
01,2014-10-19,7332.52
02,2014-10-19,234.39
03,2014-10-19,37.22
04,2014-10-19,82.94
05,2014-10-19,23.99
06,2014-10-19,-21.71
07,2014-10-19,44.91
08,2014-10-19,80.59
10,2014-10-19,30.86
09,2014-10-19,30.57
01,2014-10-18,7029.87
02,2014-10-18,15774.24
03,2014-10-18,2174.92
04,2014-10-18,4298.89
05,2014-10-18,8650.78
06,2014-10-18,8779.4
07,2014-10-18,16893.48
08,2014-10-18,6276.24
10,2014-10-18,6817.75
09,2014-10-18,2881.21
01,2014-10-17,12088.08
02,2014-10-17,13238.12
03,2014-10-17,2642.65
04,2014-10-17,4265.73
05,2014-10-17,8105.62
06,2014-10-17,8323.03
07,2014-10-17,13684.64
08,2014-10-17,5354.94
10,2014-10-17,6060.22
09,2014-10-17,2715.37
01,2014-10-16,11770.79
02,2014-10-16,12481.28
03,2014-10-16,2905.83
04,2014-10-16,4400.29
05,2014-10-16,7252.02
06,2014-10-16,7769.09
07,2014-10-16,12625.49
08,2014-10-16,5882.36
10,2014-10-16,5705.24
09,2014-10-16,3300.72
01,2014-10-15,10958.01
02,2014-10-15,13555.09
03,2014-10-15,2322.48
04,2014-10-15,4636.7
05,2014-10-15,8178.55
06,2014-10-15,8280.78
07,2014-10-15,13141.76
08,2014-10-15,4978.14
10,2014-10-15,5929.19
09,2014-10-15,3421.64
01,2014-10-14,12254.39
02,2014-10-14,13362.6
03,2014-10-14,2798.17
04,2014-10-14,5153.74
05,2014-10-14,7992.13
06,2014-10-14,8622.18
07,2014-10-14,13791.33
08,2014-10-14,6018.9
10,2014-10-14,6097.04
09,2014-10-14,3015.01
01,2014-10-13,11684.32
02,2014-10-13,13978.05
03,2014-10-13,3155.39
04,2014-10-13,4421.24
05,2014-10-13,7592.25
06,2014-10-13,8401.15
07,2014-10-13,13716.97
08,2014-10-13,6015.3
10,2014-10-13,6372.95
09,2014-10-13,3550.69
01,2014-10-12,8641.3
02,2014-10-12,65.94
03,2014-10-12,-127.07
04,2014-10-12,41.95
05,2014-10-12,17.64
06,2014-10-12,102.46
07,2014-10-12,-230.21
08,2014-10-12,37.0
10,2014-10-12,-110.45
09,2014-10-12,-37.85
01,2014-10-11,8603.93
02,2014-10-11,16999.27
03,2014-10-11,2312.27
04,2014-10-11,4282.96
05,2014-10-11,9412.03
06,2014-10-11,9503.46
07,2014-10-11,17072.43
08,2014-10-11,6486.93
10,2014-10-11,7808.18
09,2014-10-11,2491.12
01,2014-10-10,15709.21
02,2014-10-10,17223.98
03,2014-10-10,4141.04
04,2014-10-10,6205.09
05,2014-10-10,10182.77
06,2014-10-10,10255.41
07,2014-10-10,18497.33
08,2014-10-10,7218.1
10,2014-10-10,9393.33
09,2014-10-10,4619.43
01,2014-10-09,16055.49
02,2014-10-09,15320.22
03,2014-10-09,3372.21
04,2014-10-09,7046.63
05,2014-10-09,9586.42
06,2014-10-09,10592.12
07,2014-10-09,16418.39
08,2014-10-09,6948.73
10,2014-10-09,10507.3
09,2014-10-09,3879.74
01,2014-10-08,16412.06
02,2014-10-08,16156.74
03,2014-10-08,3490.38
04,2014-10-08,5750.59
05,2014-10-08,10861.13
06,2014-10-08,10953.65
07,2014-10-08,16227.06
08,2014-10-08,7510.98
10,2014-10-08,8917.65
09,2014-10-08,3755.88
01,2014-10-07,17439.76
02,2014-10-07,17061.96
03,2014-10-07,3806.3
04,2014-10-07,6944.79
05,2014-10-07,11507.9
06,2014-10-07,11310.47
07,2014-10-07,17557.82
08,2014-10-07,7820.94
10,2014-10-07,8639.15
09,2014-10-07,3915.83
01,2014-10-06,19879.82
02,2014-10-06,20569.11
03,2014-10-06,5376.13
04,2014-10-06,9356.7
05,2014-10-06,12775.93
06,2014-10-06,13248.2
07,2014-10-06,21163.33
08,2014-10-06,9632.27
10,2014-10-06,14727.27
09,2014-10-06,5856.4
01,2014-10-05,7398.94
02,2014-10-05,-178.23
03,2014-10-05,122.33
04,2014-10-05,-11.08
05,2014-10-05,71.19
06,2014-10-05,196.54
07,2014-10-05,-42.81
08,2014-10-05,-5.48
10,2014-10-05,105.53
09,2014-10-05,-7.91
01,2014-10-04,9569.53
02,2014-10-04,20161.93
03,2014-10-04,3042.88
04,2014-10-04,5388.7
05,2014-10-04,11110.03
06,2014-10-04,11921.87
07,2014-10-04,22793.26
08,2014-10-04,8819.1
10,2014-10-04,11288.46
09,2014-10-04,3515.01
01,2014-10-03,9617.82
02,2014-10-03,135.69
03,2014-10-03,-36.42
04,2014-10-03,192.6
05,2014-10-03,14.45
06,2014-10-03,113.45
07,2014-10-03,-59.79
08,2014-10-03,-13.45
10,2014-10-03,-37.74
09,2014-10-03,-39.25
01,2014-10-02,16659.57
02,2014-10-02,19375.43
03,2014-10-02,4473.98
04,2014-10-02,8142.42
05,2014-10-02,12968.51
06,2014-10-02,10547.85
07,2014-10-02,19256.93
08,2014-10-02,8085.73
10,2014-10-02,10339.88
09,2014-10-02,5360.24
01,2014-10-01,16420.87
02,2014-10-01,19111.14
03,2014-10-01,4037.43
04,2014-10-01,7084.11
05,2014-10-01,12328.72
06,2014-10-01,12493.57
07,2014-10-01,17174.62
08,2014-10-01,7902.37
10,2014-10-01,11098.66
09,2014-10-01,5042.58
01,2014-09-30,25915.73
02,2014-09-30,19996.36
03,2014-09-30,5250.14
04,2014-09-30,9052.36
05,2014-09-30,13908.08
06,2014-09-30,12235.63
07,2014-09-30,24905.15
08,2014-09-30,9586.77
10,2014-09-30,13805.89
09,2014-09-30,6155.18
01,2014-09-29,22791.52
02,2014-09-29,17690.39
03,2014-09-29,4912.17
04,2014-09-29,9156.75
05,2014-09-29,13055.95
06,2014-09-29,11471.94
07,2014-09-29,21666.39
08,2014-09-29,8589.51
10,2014-09-29,13469.75
09,2014-09-29,4778.97
01,2014-09-28,7612.54
02,2014-09-28,53.13
03,2014-09-28,35.53
04,2014-09-28,-98.31
05,2014-09-28,-15.24
06,2014-09-28,-64.44
07,2014-09-28,127.19
08,2014-09-28,81.1
10,2014-09-28,-71.45
09,2014-09-28,76.95
01,2014-09-27,8093.54
02,2014-09-27,17938.2
03,2014-09-27,1331.37
04,2014-09-27,4614.28
05,2014-09-27,8757.02
06,2014-09-27,9151.01
07,2014-09-27,16431.46
08,2014-09-27,6310.09
10,2014-09-27,7333.58
09,2014-09-27,2413.57
01,2014-09-26,11969.31
02,2014-09-26,13350.69
03,2014-09-26,2588.26
04,2014-09-26,4238.44
05,2014-09-26,7111.82
06,2014-09-26,7871.02
07,2014-09-26,13713.19
08,2014-09-26,4843.59
10,2014-09-26,8273.84
09,2014-09-26,3171.69
01,2014-09-25,11574.14
02,2014-09-25,12963.0
03,2014-09-25,2630.34
04,2014-09-25,4077.16
05,2014-09-25,7076.27
06,2014-09-25,8165.34
07,2014-09-25,12797.59
08,2014-09-25,4831.85
10,2014-09-25,6747.59
09,2014-09-25,3248.04
01,2014-09-24,11667.08
02,2014-09-24,12221.89
03,2014-09-24,2039.11
04,2014-09-24,3510.88
05,2014-09-24,7049.99
06,2014-09-24,7159.09
07,2014-09-24,11435.18
08,2014-09-24,4102.62
10,2014-09-24,6505.36
09,2014-09-24,2883.82
01,2014-09-23,11618.05
02,2014-09-23,13284.59
03,2014-09-23,2661.83
04,2014-09-23,4891.84
05,2014-09-23,7737.16
06,2014-09-23,8090.82
07,2014-09-23,13034.13
08,2014-09-23,4779.6
10,2014-09-23,5986.21
09,2014-09-23,3244.92
01,2014-09-22,11411.6
02,2014-09-22,12714.26
03,2014-09-22,2575.91
04,2014-09-22,5332.34
05,2014-09-22,7518.64
06,2014-09-22,7764.64
07,2014-09-22,13222.4
08,2014-09-22,5085.0
10,2014-09-22,6301.05
09,2014-09-22,3597.1
01,2014-09-21,7559.27
02,2014-09-21,105.01
03,2014-09-21,78.43
04,2014-09-21,64.15
05,2014-09-21,-16.25
06,2014-09-21,-53.58
07,2014-09-21,193.54
08,2014-09-21,62.12
10,2014-09-21,-208.2
09,2014-09-21,154.67
01,2014-09-20,7885.05
02,2014-09-20,17320.53
03,2014-09-20,2020.24
04,2014-09-20,3959.61
05,2014-09-20,8768.24
06,2014-09-20,8074.45
07,2014-09-20,16463.21
08,2014-09-20,7235.74
10,2014-09-20,7783.14
09,2014-09-20,2385.89
01,2014-09-19,15623.56
02,2014-09-19,16302.05
03,2014-09-19,2971.07
04,2014-09-19,5702.77
05,2014-09-19,10170.72
06,2014-09-19,9034.44
07,2014-09-19,14425.94
08,2014-09-19,6362.13
10,2014-09-19,8484.24
09,2014-09-19,3836.42
01,2014-09-18,16710.42
02,2014-09-18,15782.52
03,2014-09-18,3790.15
04,2014-09-18,6108.48
05,2014-09-18,9636.71
06,2014-09-18,9024.37
07,2014-09-18,14105.89
08,2014-09-18,6278.61
10,2014-09-18,8433.96
09,2014-09-18,3791.21
01,2014-09-17,15815.87
02,2014-09-17,16441.67
03,2014-09-17,2989.25
04,2014-09-17,5814.43
05,2014-09-17,10469.14
06,2014-09-17,10999.76
07,2014-09-17,15490.97
08,2014-09-17,6462.51
10,2014-09-17,9529.09
09,2014-09-17,4046.66
01,2014-09-16,17555.66
02,2014-09-16,17633.65
03,2014-09-16,3713.45
04,2014-09-16,7024.73
05,2014-09-16,11578.47
06,2014-09-16,10551.01
07,2014-09-16,16765.15
08,2014-09-16,7415.0
10,2014-09-16,10363.48
09,2014-09-16,4307.17
01,2014-09-15,18937.0
02,2014-09-15,18208.57
03,2014-09-15,4776.16
04,2014-09-15,8849.2
05,2014-09-15,12331.39
06,2014-09-15,11778.94
07,2014-09-15,19316.61
08,2014-09-15,8824.66
10,2014-09-15,12348.89
09,2014-09-15,5252.27
01,2014-09-14,7887.59
02,2014-09-14,-34.61
03,2014-09-14,-41.95
04,2014-09-14,9.86
05,2014-09-14,-90.95
06,2014-09-14,204.43
07,2014-09-14,114.18
08,2014-09-14,-4.88
10,2014-09-14,119.71
09,2014-09-14,-89.91
01,2014-09-13,7922.51
02,2014-09-13,17171.19
03,2014-09-13,2218.95
04,2014-09-13,4400.64
05,2014-09-13,8934.13
06,2014-09-13,9130.41
07,2014-09-13,16632.5
08,2014-09-13,7007.72
10,2014-09-13,7464.72
09,2014-09-13,2312.82
01,2014-09-12,11464.0
02,2014-09-12,13811.88
03,2014-09-12,3430.22
04,2014-09-12,4692.55
05,2014-09-12,7160.32
06,2014-09-12,9307.87
07,2014-09-12,13694.79
08,2014-09-12,5180.77
10,2014-09-12,6512.23
09,2014-09-12,3338.41
01,2014-09-11,11630.81
02,2014-09-11,13097.99
03,2014-09-11,2765.63
04,2014-09-11,4724.99
05,2014-09-11,7138.48
06,2014-09-11,7832.04
07,2014-09-11,12697.84
08,2014-09-11,5067.68
10,2014-09-11,6878.07
09,2014-09-11,3121.64
01,2014-09-10,11466.47
02,2014-09-10,13415.71
03,2014-09-10,2132.26
04,2014-09-10,4558.08
05,2014-09-10,7283.76
06,2014-09-10,8835.44
07,2014-09-10,13291.84
08,2014-09-10,5126.15
10,2014-09-10,6403.19
09,2014-09-10,3488.77
01,2014-09-09,11799.15
02,2014-09-09,13866.78
03,2014-09-09,2856.64
04,2014-09-09,5082.38
05,2014-09-09,7795.95
06,2014-09-09,8080.15
07,2014-09-09,12404.37
08,2014-09-09,4858.8
10,2014-09-09,6266.43
09,2014-09-09,2880.48
01,2014-09-08,12237.35
02,2014-09-08,15483.12
03,2014-09-08,2287.08
04,2014-09-08,5018.15
05,2014-09-08,7690.63
06,2014-09-08,9341.33
07,2014-09-08,13248.93
08,2014-09-08,5411.56
10,2014-09-08,6450.31
09,2014-09-08,3882.97
01,2014-09-07,7843.74
02,2014-09-07,-83.86
03,2014-09-07,101.71
04,2014-09-07,22.95
05,2014-09-07,-128.77
06,2014-09-07,8.4
07,2014-09-07,12.64
08,2014-09-07,90.87
10,2014-09-07,2.86
09,2014-09-07,-66.29
01,2014-09-06,7947.66
02,2014-09-06,18515.05
03,2014-09-06,2173.92
04,2014-09-06,4548.81
05,2014-09-06,8155.6
06,2014-09-06,8648.47
07,2014-09-06,17173.53
08,2014-09-06,7124.83
10,2014-09-06,8523.24
09,2014-09-06,2367.49
01,2014-09-05,15337.59
02,2014-09-05,17291.35
03,2014-09-05,3326.5
04,2014-09-05,7512.22
05,2014-09-05,10154.11
06,2014-09-05,10053.69
07,2014-09-05,17307.4
08,2014-09-05,6351.59
10,2014-09-05,8773.4
09,2014-09-05,4004.57
01,2014-09-04,15787.8
02,2014-09-04,16860.69
03,2014-09-04,4317.87
04,2014-09-04,7114.36
05,2014-09-04,10033.17
06,2014-09-04,9728.35
07,2014-09-04,17431.38
08,2014-09-04,6538.27
10,2014-09-04,9243.12
09,2014-09-04,4267.9
01,2014-09-03,18350.18
02,2014-09-03,18037.14
03,2014-09-03,3867.66
04,2014-09-03,7462.9
05,2014-09-03,11027.05
06,2014-09-03,10476.77
07,2014-09-03,18747.95
08,2014-09-03,7157.82
10,2014-09-03,10821.9
09,2014-09-03,3917.88
01,2014-09-02,18861.11
02,2014-09-02,20088.26
03,2014-09-02,5331.19
04,2014-09-02,7013.48
05,2014-09-02,14207.46
06,2014-09-02,11074.57
07,2014-09-02,19528.05
08,2014-09-02,7901.55
10,2014-09-02,11421.09
09,2014-09-02,4364.98
01,2014-09-01,23061.84
02,2014-09-01,22723.41
03,2014-09-01,5596.4
04,2014-09-01,7717.84
05,2014-09-01,14391.65
06,2014-09-01,13333.53
07,2014-09-01,23120.48
08,2014-09-01,9439.38
10,2014-09-01,15477.66
09,2014-09-01,5819.74
01,2014-08-31,9791.78
02,2014-08-31,-207.48
03,2014-08-31,-25.86
04,2014-08-31,130.06
05,2014-08-31,80.49
06,2014-08-31,27.89
07,2014-08-31,92.04
08,2014-08-31,157.09
10,2014-08-31,-140.3
09,2014-08-31,-74.22
01,2014-08-30,10295.51
02,2014-08-30,20868.74
03,2014-08-30,2562.31
04,2014-08-30,5746.63
05,2014-08-30,9970.55
06,2014-08-30,10564.52
07,2014-08-30,20434.1
08,2014-08-30,11203.6
10,2014-08-30,8961.2
09,2014-08-30,3495.52
01,2014-08-29,13836.89
02,2014-08-29,16683.01
03,2014-08-29,3395.11
04,2014-08-29,5983.75
05,2014-08-29,9355.15
